TargetNb	targetID	Chromosome	Start	End
1303	Control_g79.2	GL349867	443065	443168
1304	Control_g79.11	GL349867	447062	447289
1305	Gr_g17.2	GL349869	392333	392422
1306	Gr_g17.4	GL349869	393006	393056
1307	PMT_206	GL349869	393694	393724
1308	Gr_g18.1	GL349869	394089	394980
1309	Gr_g18.3	GL349869	395807	395875
1310	PMT_218	GL349869	396368	396418
1311	Gr_g18.4	GL349869	396535	396585
1312	Gr_g19.1	GL349869	396946	397875
1313	Gr_g19.3	GL349869	398666	398734
1314	Gr_g19.2	GL349869	398808	398897
1315	PMT_208	GL349869	401375	401425
1316	PMT_209	GL349869	402317	402367
1317	PMT_210	GL349869	402484	402534
1318	PMT_211	GL349869	403449	403499
1319	PMT_212	GL349869	404235	404285
1320	Gr_g20.1	GL349869	404364	405269
1321	PMT_213	GL349869	409671	409721
1322	Gr_g20.3	GL349869	410032	410100
1323	Gr_g20.2	GL349869	410181	410270
1324	PMT_200	GL349869	411613	411663
1325	Gr_g17.1	GL349869	412006	412965
1326	PMT_204	GL349869	414418	414467
1327	Gr_g20.4	GL349869	416478	416528
1328	PMT_203	GL349869	417036	417086
1329	Gr_g21.1	GL349869	418234	418834
1330	PMT_194	GL349869	420010	420060
1331	Gr_g22.1	GL349869	420130	420579
1332	PMT_219	GL349869	421242	421292
1333	Gr_g22.3	GL349869	421940	422008
1334	PMT_221	GL349869	422382	422432
1335	Gr_g24.1	GL349869	423033	423965
1336	Gr_g24.3	GL349869	424581	424649
1337	Gr_g24.2	GL349869	424712	424801
1338	PMT_214	GL349869	426968	427018
1339	PMT_215	GL349869	427135	427183
1340	Gr_g24.4	GL349869	429271	429321
1341	PMT_188	GL349869	458206	458256
1342	PMT_190	GL349869	458631	458681
1343	PMT_192	GL349869	459302	459352
1344	PMT_193	GL349869	459542	459592
1345	Gr_g14.1	GL349869	460900	461784
1346	Gr_g14.3	GL349869	469275	469343
1347	Gr_g14.2	GL349869	469416	469505
1348	Gr_g14.4	GL349869	469647	469709
1349	Gr_g15.1	GL349869	473717	474619
1350	Gr_g15.3	GL349869	476861	476929
1351	Gr_g15.2	GL349869	476996	477085
1352	PMT_222	GL349869	482654	482703
1353	Gr_g25.1	GL349869	483062	483979
1354	Gr_g25.3	GL349869	485737	485805
1355	Gr_g25.2	GL349869	486161	486250
1356	Gr_g25.4	GL349869	487063	487112
1357	Gr_g16.2	GL349869	498160	498231
1358	PMT_186	GL349869	516362	516411
1359	Gr_g13.1	GL349869	519268	520242
1360	Or_g42.6	GL349872	445972	446037
1361	Or_g42.2	GL349872	447218	447376
1362	Or_g43.3	GL349872	449081	449206
1363	Or_g42.5	GL349872	451174	451267
1364	Or_g42.1	GL349872	452517	453270
1365	PMT_537	GL349872	453313	453363
1366	PMT_541	GL349872	453546	453597
1367	PMT_535	GL349872	453981	454031
1368	PMT_540	GL349872	454357	454407
1369	PMT_538	GL349872	455083	455133
1370	PMT_394	GL349872	581910	581960
1371	PMT_393	GL349872	582000	582051
1372	PMT_392	GL349872	582393	582443
1373	PMT_391	GL349872	582604	582654
1374	PMT_390	GL349872	582743	582793
1375	Or_g53.1	GL349875	33442	34181
1376	Control_g38.6	GL349879	275517	275685
1377	Control_g38.7	GL349879	275806	276010
1378	Control_g38.11	GL349879	276073	276367
1379	Control_g38.9	GL349879	276436	276651
1380	Control_g38.1	GL349879	276706	276819
1381	Control_g38.3	GL349879	276873	277015
1382	Control_g38.4	GL349879	277084	277243
1383	Control_g38.10	GL349879	277303	277539
1384	Control_g38.2	GL349879	279117	279249
1385	Control_g38.8	GL349879	279307	279517
1386	Control_g38.5	GL349879	279609	279770
1387	Control_g38.12	GL349879	280633	281026
1388	PMT_135	GL349887	66450	66500
1389	PMT_136	GL349887	66650	66700
1390	PMT_137	GL349887	66985	67035
1391	PMT_138	GL349887	67082	67132
1392	PMT_139	GL349887	67169	67220
1393	PMT_140	GL349887	67798	67848
1394	PMT_141	GL349887	68378	68428
1395	Gr_g3.1	GL349887	68486	69254
1396	Gr_g3.2	GL349887	73378	73661
1397	Gr_g3.3	GL349887	74674	74763
1398	Gr_g3.4	GL349887	75464	75523
1399	PMT_643	GL349891	71763	72263
1400	IR_g5.5	GL349891	72263	72430
1401	IR_g5.6	GL349891	72492	72644
1402	IR_g5.1	GL349891	73333	74055
1403	IR_g5.2	GL349891	74099	74617
1404	IR_g5.4	GL349891	74926	75195
1405	IR_g5.3	GL349891	75833	76198
1406	PMT_478	GL349894	298018	298068
1407	PMT_479	GL349894	298491	298541
1408	PMT_480	GL349894	298680	298730
1409	Or_g32.1	GL349894	299575	300313
1410	Or_g32.5	GL349894	300453	300537
1411	Or_g32.4	GL349894	300667	300766
1412	Or_g32.3	GL349894	301033	301152
1413	Or_g32.2	GL349894	301214	301372
1414	Or_g32.6	GL349894	301446	301502
1415	Or_g15.2	GL349896	269551	269709
1416	Or_g15.3	GL349896	269785	269904
1417	Or_g15.4	GL349896	269995	270094
1418	Or_g15.5	GL349896	270399	270483
1419	Or_g15.1	GL349896	271189	271783
1420	PMT_432	GL349896	272172	272222
1421	PMT_433	GL349896	273031	273081
1422	Or_g14.6	GL349896	339564	339608
1423	Or_g14.2	GL349896	340369	340527
1424	Or_g14.3	GL349896	340616	340735
1425	Or_g14.4	GL349896	341267	341366
1426	Or_g14.5	GL349896	341983	342064
1427	Or_g14.1	GL349896	344098	344722
1428	PMT_431	GL349896	345219	345269
1429	PMT_430	GL349896	347033	347083
1430	PMT_429	GL349896	347215	347265
1431	PMT_428	GL349896	347338	347388
1432	PMT_427	GL349896	347475	347525
1433	PMT_426	GL349896	347525	347575
1434	Control_g173.1	GL349899	757937	758085
1435	Control_g173.2	GL349899	759263	759555
1436	Control_g173.3	GL349899	759627	760141
1437	Control_g16.4	GL349899	996170	996324
1438	Control_g16.3	GL349899	996399	996535
1439	Control_g16.2	GL349899	996761	996889
1440	Control_g16.1	GL349899	997516	997615
1441	Control_g16.5	GL349899	1001231	1001509
1442	Control_g6.1	GL349909	259358	259408
1443	Control_g6.2	GL349909	260307	260390
1444	Control_g6.5	GL349909	261113	261313
1445	Control_g6.4	GL349909	261439	261637
1446	Control_g6.3	GL349909	261981	262157
1447	Control_g6.7	GL349909	262215	262436
1448	Control_g6.8	GL349909	262507	263336
1449	IR_g3.13	GL349912	440104	440214
1450	IR_g3.14	GL349912	442512	442613
1451	IR_g3.3	GL349912	444232	444597
1452	IR_g3.6	GL349912	444702	444908
1453	IR_g3.4	GL349912	445972	446226
1454	IR_g3.11	GL349912	446538	446687
1455	IR_g3.7	GL349912	446806	447006
1456	IR_g3.15	GL349912	447062	447160
1457	IR_g3.12	GL349912	447195	447338
1458	IR_g3.1	GL349912	447688	448116
1459	IR_g3.8	GL349912	448410	448592
1460	IR_g3.5	GL349912	449765	449998
1461	IR_g3.10	GL349912	450525	450674
1462	IR_g3.9	GL349912	451257	451418
1463	PMT_641	GL349912	452640	453140
1464	Or_g46.2	GL349913	137614	137772
1465	Or_g46.3	GL349913	138111	138236
1466	Or_g46.5	GL349913	139535	139628
1467	Or_g46.1	GL349913	140553	141306
1468	Or_g44.2	GL349913	157307	157400
1469	Or_g44.1	GL349913	158414	159167
1470	Control_g59.1	GL349913	380320	380586
1471	Control_g59.2	GL349913	380665	381134
1472	PMT_655	GL349914	76616	77116
1473	ApisSNMP_g7.8	GL349914	77116	77207
1474	ApisSNMP_g7.4	GL349914	80999	81164
1475	ApisSNMP_g7.5	GL349914	91062	91206
1476	ApisSNMP_g7.2	GL349914	92712	92913
1477	ApisSNMP_g7.1	GL349914	97225	97455
1478	ApisSNMP_g7.3	GL349914	98097	98265
1479	ApisSNMP_g7.7	GL349914	98778	98898
1480	ApisSNMP_g7.6	GL349914	99071	99197
1481	Control_g113.1	GL349920	522911	524391
1482	Gr_g75.3	GL349923	423443	423562
1483	Gr_g75.2	GL349923	427570	427850
1484	P450_g1.7	GL349925	34772	34913
1485	P450_g1.8	GL349925	36197	36328
1486	P450_g1.1	GL349925	37536	37734
1487	P450_g1.4	GL349925	38066	38256
1488	P450_g1.3	GL349925	38345	38540
1489	P450_g1.6	GL349925	38610	38766
1490	P450_g1.5	GL349925	40262	40428
1491	P450_g1.10	GL349925	40500	40578
1492	P450_g1.2	GL349925	40658	40855
1493	P450_g1.9	GL349925	40924	41031
1494	Control_g9.11	GL349929	40761	41144
1495	Control_g9.8	GL349929	41210	41398
1496	Control_g9.3	GL349929	41471	41576
1497	Control_g9.7	GL349929	42524	42706
1498	Control_g9.1	GL349929	42774	42839
1499	Control_g9.6	GL349929	42932	43088
1500	Control_g9.2	GL349929	43154	43251
1501	Control_g9.5	GL349929	43366	43511
1502	Control_g9.4	GL349929	43575	43716
1503	Control_g9.10	GL349929	43791	44077
1504	Control_g9.9	GL349929	44147	44337
1505	Control_g48.6	GL349930	349984	350249
1506	Control_g48.5	GL349930	352205	352405
1507	Control_g48.2	GL349930	353061	353219
1508	Control_g48.1	GL349930	353285	353404
1509	Control_g48.3	GL349930	353724	353901
1510	Control_g48.4	GL349930	353972	354155
1511	Control_g126.5	GL349933	161396	161541
1512	Control_g126.6	GL349933	170419	170572
1513	Control_g164.4	GL349938	95836	96087
1514	Control_g164.6	GL349938	97083	97527
1515	Control_g44.4	GL349939	65705	65884
1516	Control_g44.3	GL349939	65954	66130
1517	Control_g44.2	GL349939	67326	67487
1518	PMT_648	GL349939	369562	370062
1519	IR_g10.4	GL349939	372555	372755
1520	IR_g10.2	GL349939	372845	373204
1521	IR_g10.6	GL349939	376864	377043
1522	IR_g10.3	GL349939	377486	377689
1523	IR_g10.5	GL349939	377766	377948
1524	IR_g10.1	GL349939	378479	378880
1525	IR_g10.7	GL349939	378927	379076
1526	IR_g10.9	GL349939	382886	383023
1527	PMT_650	GL349939	531354	531854
1528	ApisSNMP_g1.4	GL349939	531854	532049
1529	ApisSNMP_g1.10	GL349939	550465	550562
1530	ApisSNMP_g1.5	GL349939	550640	550808
1531	ApisSNMP_g1.6	GL349939	550838	551004
1532	ApisSNMP_g1.3	GL349939	552110	552319
1533	ApisSNMP_g1.1	GL349939	552488	552735
1534	ApisSNMP_g1.7	GL349939	552824	552956
1535	ApisSNMP_g1.9	GL349939	553043	553163
1536	ApisSNMP_g1.8	GL349939	553247	553375
1537	ApisSNMP_g1.2	GL349939	553452	553676
1538	Control_g134.3	GL349945	179012	179152
1539	Control_g134.1	GL349945	179291	179324
1540	Control_g134.2	GL349945	179398	179535
1541	Control_g134.6	GL349945	179616	179910
1542	Control_g134.5	GL349945	179971	180192
1543	Control_g134.4	GL349945	180984	181148
1544	P450_g5.2	GL349946	233535	234135
1545	P450_g5.3	GL349946	234203	234454
1546	P450_g5.4	GL349946	234821	235057
1547	P450_g4.2	GL349946	241847	242462
1548	P450_g4.3	GL349946	242527	242778
1549	P450_g4.4	GL349946	243354	243590
1550	P450_g4.1	GL349946	243654	244587
1551	P450_g37.1	GL349946	295809	297011
1552	P450_g37.4	GL349946	300723	300760
1553	P450_g68.1	GL349946	305006	306140
1554	P450_g68.4	GL349946	306215	306439
1555	P450_g68.3	GL349946	308303	308554
1556	P450_g68.2	GL349946	308619	309149
1557	P450_g38.7	GL349946	312733	312771
1558	P450_g38.5	GL349946	315075	315141
1559	P450_g38.6	GL349946	315408	315456
1560	P450_g38.1	GL349946	315664	316643
1561	P450_g38.3	GL349946	316724	316948
1562	P450_g38.2	GL349946	317253	317501
1563	P450_g38.4	GL349946	317596	317762
1564	P450_g40.2	GL349946	410611	411569
1565	P450_g40.4	GL349946	411637	411861
1566	P450_g40.3	GL349946	412477	412728
1567	P450_g40.1	GL349946	412807	413892
1568	P450_g46.4	GL349948	11698	11873
1569	P450_g46.2	GL349948	12746	13037
1570	P450_g46.5	GL349948	15452	15528
1571	P450_g46.3	GL349948	16632	16821
1572	P450_g46.1	GL349948	18661	19368
1573	P450_g48.3	GL349948	35188	35401
1574	P450_g48.4	GL349948	35677	35871
1575	P450_g48.2	GL349948	36011	36260
1576	P450_g48.8	GL349948	36354	36382
1577	P450_g48.6	GL349948	36518	36648
1578	P450_g48.7	GL349948	37550	37626
1579	P450_g48.5	GL349948	37719	37908
1580	P450_g48.1	GL349948	37971	38299
1581	P450_g32.1	GL349949	413512	414535
1582	P450_g32.4	GL349949	414673	414897
1583	P450_g32.3	GL349949	415545	415796
1584	P450_g32.2	GL349949	415896	416369
1585	PMT_617	GL349951	25334	25384
1586	PMT_616	GL349951	28711	28761
1587	Control_g98.6	GL349956	81633	82139
1588	Control_g98.4	GL349956	82738	82911
1589	Control_g98.3	GL349956	87901	88055
1590	Control_g98.2	GL349956	89516	89650
1591	Control_g98.1	GL349956	89757	89810
1592	Control_g98.5	GL349956	92612	93038
1593	Gr_g55.2	GL349961	332401	332604
1594	Gr_g55.5	GL349961	335519	335647
1595	Gr_g55.6	GL349961	345496	345585
1596	Gr_g55.7	GL349961	345655	345714
1597	P450_g23.5	GL349965	216178	216356
1598	P450_g23.7	GL349965	216440	216581
1599	P450_g23.8	GL349965	216649	216766
1600	P450_g23.2	GL349965	216828	217111
1601	P450_g23.4	GL349965	217198	217431
1602	P450_g23.6	GL349965	217506	217657
1603	P450_g23.3	GL349965	217723	217974
1604	P450_g23.1	GL349965	223683	224052
1605	Control_g87.6	GL349966	267823	268220
1606	Control_g87.3	GL349966	271751	271902
1607	Control_g87.5	GL349966	271985	272202
1608	Control_g87.2	GL349966	272752	272895
1609	Control_g87.4	GL349966	274009	274181
1610	Control_g87.1	GL349966	278825	278943
1611	Or_g28.1	GL349966	286344	287054
1612	Or_g79.5	GL349973	90890	90967
1613	Or_g79.3	GL349973	92167	92275
1614	Or_g79.1	GL349973	93470	94128
1615	PMT_638	GL349973	94332	94382
1616	PMT_635	GL349973	96957	97007
1617	P450_g21.4	GL349976	40394	40743
1618	P450_g21.3	GL349976	41543	41903
1619	P450_g21.1	GL349976	41955	42394
1620	P450_g21.2	GL349976	51047	51482
1621	Control_g178.5	GL349979	30292	30483
1622	Control_g178.2	GL349979	81088	81222
1623	Control_g178.3	GL349979	81438	81575
1624	Control_g178.1	GL349979	81637	81762
1625	Control_g178.4	GL349979	97781	97928
1626	Control_g178.6	GL349979	98896	99108
1627	Control_g23.4	GL349986	235068	235833
1628	Control_g23.1	GL349986	235928	236132
1629	Control_g23.2	GL349986	238755	239192
1630	Control_g23.3	GL349986	241922	242421
1631	PS_g5.6	GL349996	683276	683423
1632	PS_g5.5	GL349996	689820	689973
1633	PS_g5.9	GL349996	690950	691074
1634	PS_g5.12	GL349996	693301	693408
1635	Or_g23.2	GL349997	229406	229618
1636	Or_g23.3	GL349997	230189	230393
1637	Or_g23.1	GL349997	233294	233978
1638	Or_g23.4	GL349997	237567	237669
1639	Control_g184.7	GL349999	211179	211360
1640	Control_g184.2	GL349999	213168	213255
1641	Control_g184.5	GL349999	213527	213678
1642	Control_g184.13	GL349999	213755	214080
1643	Control_g184.11	GL349999	214184	214440
1644	Control_g184.10	GL349999	214509	214718
1645	Control_g184.3	GL349999	215492	215637
1646	Control_g184.12	GL349999	215701	216002
1647	Control_g184.6	GL349999	216067	216221
1648	Control_g184.4	GL349999	216291	216440
1649	Control_g184.8	GL349999	216531	216718
1650	Control_g184.9	GL349999	216782	216985
1651	Control_g184.1	GL349999	217082	217110
1652	Control_g184.14	GL349999	217535	217985
1653	Gr_g28.3	GL350004	227246	227317
1654	Gr_g28.2	GL350004	228036	228125
1655	Gr_g28.4	GL350004	228208	228276
1656	Gr_g28.1	GL350004	228597	229548
1657	PMT_234	GL350004	229779	229828
1658	PMT_313	GL350009	324976	325026
1659	PMT_315	GL350009	325737	325787
1660	PMT_316	GL350009	325789	325839
1661	PMT_317	GL350009	327369	327419
1662	P450_g47.1	GL350025	1958	2821
1663	P450_g47.4	GL350025	2930	3152
1664	P450_g47.3	GL350025	3282	3533
1665	P450_g47.2	GL350025	3596	4031
1666	Or_g26.5	GL350029	296657	296725
1667	Or_g26.2	GL350029	296820	296978
1668	Or_g26.3	GL350029	297061	297189
1669	Or_g26.4	GL350029	298052	298151
1670	Or_g26.6	GL350029	301775	301826
1671	Or_g26.1	GL350029	302636	303362
1672	PMT_460	GL350029	303820	303870
1673	PMT_459	GL350029	304018	304069
1674	Control_g123.3	GL350031	247870	248294
1675	Or_g45.3	GL350031	499691	499799
1676	Or_g45.4	GL350031	500367	500471
1677	Or_g45.2	GL350031	500550	500705
1678	PMT_543	GL350031	533467	533517
1679	PMT_544	GL350031	533786	533836
1680	PMT_545	GL350031	534339	534389
1681	Or_g45.1	GL350031	535576	536234
1682	Control_g112.14	GL350034	2277	2494
1683	Control_g112.7	GL350034	2939	3055
1684	Control_g112.12	GL350034	7545	7711
1685	Control_g112.6	GL350034	7839	7948
1686	Control_g112.8	GL350034	10666	10808
1687	Control_g112.16	GL350034	13178	13437
1688	Control_g112.9	GL350034	13504	13646
1689	Control_g112.18	GL350034	15113	15478
1690	Control_g112.1	GL350034	18551	18610
1691	Control_g112.4	GL350034	18674	18755
1692	Control_g112.15	GL350034	18829	19082
1693	Control_g112.10	GL350034	19242	19388
1694	Control_g112.11	GL350034	21567	21720
1695	Control_g112.2	GL350034	21800	21879
1696	Control_g112.17	GL350034	22146	22425
1697	Control_g112.3	GL350034	22483	22563
1698	Control_g112.5	GL350034	23076	23173
1699	Control_g112.13	GL350034	23292	23473
1700	PMT_647	GL350037	315037	315537
1701	IR_g9.8	GL350037	315537	315653
1702	IR_g9.7	GL350037	315994	316119
1703	IR_g9.2	GL350037	316158	316436
1704	IR_g9.4	GL350037	319225	319422
1705	IR_g9.6	GL350037	319662	319838
1706	IR_g9.3	GL350037	321933	322187
1707	IR_g9.5	GL350037	322987	323184
1708	IR_g9.1	GL350037	326362	326820
1709	Gr_g70.5	GL350039	15862	15930
1710	Gr_g70.4	GL350039	16079	16171
1711	Gr_g70.3	GL350039	20919	21038
1712	Gr_g7.4	GL350040	353708	353857
1713	Gr_g7.5	GL350040	354158	354247
1714	Gr_g7.3	GL350040	361990	362305
1715	Gr_g7.1	GL350040	365488	365983
1716	Gr_g7.2	GL350040	367810	368152
1717	Control_g188.3	GL350040	413478	413610
1718	Control_g188.9	GL350040	413819	414017
1719	Control_g188.6	GL350040	420822	421001
1720	Control_g188.4	GL350040	421072	421205
1721	Control_g105.1	GL350047	64312	64350
1722	Control_g105.6	GL350047	65400	65699
1723	Control_g105.4	GL350047	65768	65908
1724	Control_g105.5	GL350047	65986	66159
1725	Control_g105.3	GL350047	66225	66362
1726	Control_g105.2	GL350047	67526	67646
1727	Control_g105.7	GL350047	68410	68810
1728	Control_g160.1	GL350051	76877	77059
1729	Control_g160.3	GL350051	77838	78075
1730	Control_g160.2	GL350051	78144	78351
1731	Control_g160.4	GL350051	78436	78768
1732	Control_g163.2	GL350052	58933	59599
1733	Control_g14.11	GL350055	65995	66504
1734	Control_g14.8	GL350055	66833	67064
1735	Control_g14.4	GL350055	67171	67310
1736	Control_g14.2	GL350055	68064	68190
1737	Control_g14.3	GL350055	68261	68398
1738	Control_g14.1	GL350055	68466	68498
1739	Control_g14.5	GL350055	68979	69122
1740	Control_g14.9	GL350055	69178	69412
1741	Control_g14.7	GL350055	69775	69964
1742	Control_g14.6	GL350055	70038	70183
1743	Control_g14.10	GL350055	73389	73867
1744	ApisSNMP_g8.6	GL350055	401690	401817
1745	ApisSNMP_g8.7	GL350055	404388	404507
1746	ApisSNMP_g8.1	GL350055	405068	405342
1747	ApisSNMP_g8.5	GL350055	407467	407606
1748	ApisSNMP_g8.2	GL350055	411002	411205
1749	ApisSNMP_g8.4	GL350055	414229	414378
1750	ApisSNMP_g8.3	GL350055	419192	419358
1751	ApisSNMP_g8.8	GL350055	423354	423446
1752	ApisSNMP_g8.9	GL350055	423539	423579
1753	PMT_656	GL350055	423579	424079
1754	SP_g2.1	GL350062	46422	46799
1755	SP_g2.2	GL350062	47267	47361
1756	SP_g2.3	GL350062	52927	53005
1757	PMT_77	GL350067	231835	231885
1758	PMT_78	GL350067	232182	232232
1759	PMT_79	GL350067	232328	232371
1760	PMT_80	GL350067	234528	234578
1761	CSP_g3.2	GL350067	234944	235136
1762	CSP_g3.1	GL350067	235872	236074
1763	CSP_g10.2	GL350067	236284	236462
1764	CSP_g10.1	GL350067	238497	238848
1765	PMT_114	GL350067	239016	239095
1766	PMT_112	GL350067	239245	239295
1767	PMT_111	GL350067	239439	239489
1768	PMT_110	GL350067	241185	241235
1769	PMT_109	GL350067	241296	241346
1770	PMT_455	GL350067	243693	243742
1771	PMT_456	GL350067	244729	244778
1772	Or_g24.1	GL350067	246775	247498
1773	Or_g24.5	GL350067	247605	247671
1774	Or_g24.4	GL350067	249712	249811
1775	Or_g24.3	GL350067	249875	249994
1776	Or_g24.2	GL350067	250996	251154
1777	Or_g24.6	GL350067	251333	251398
1778	PMT_449	GL350067	253418	253468
1779	PMT_451	GL350067	254591	254641
1780	PMT_452	GL350067	254968	255018
1781	PMT_453	GL350067	255043	255093
1782	PMT_454	GL350067	255721	255771
1783	Or_g22.1	GL350067	256238	256961
1784	Or_g22.5	GL350067	257091	257160
1785	Or_g22.4	GL350067	258667	258766
1786	Or_g22.3	GL350067	258830	258949
1787	Or_g22.2	GL350067	261716	261874
1788	Or_g22.6	GL350067	261960	262022
1789	PMT_299	GL350076	55597	55647
1790	PMT_301	GL350076	57648	57698
1791	Gr_g50.4	GL350076	67852	67944
1792	Gr_g50.3	GL350076	68270	68398
1793	Control_g198.13	GL350080	102940	103309
1794	Control_g198.4	GL350080	123644	123765
1795	Control_g198.1	GL350080	134045	134086
1796	Control_g198.2	GL350080	147045	147098
1797	Control_g198.8	GL350080	147232	147393
1798	Control_g198.9	GL350080	148452	148614
1799	Control_g198.5	GL350080	149604	149725
1800	Control_g198.11	GL350080	149903	150141
1801	Control_g198.10	GL350080	150951	151159
1802	Control_g198.12	GL350080	152106	152371
1803	Control_g198.3	GL350080	156524	156639
1804	Control_g198.14	GL350080	157731	158227
1805	Control_g195.1	GL350083	190230	190346
1806	Control_g195.2	GL350083	193874	194613
1807	Control_g137.3	GL350088	23968	24135
1808	Control_g124.5	GL350099	54278	54594
1809	Control_g124.2	GL350099	56970	57112
1810	Control_g124.4	GL350099	57185	57352
1811	Control_g124.3	GL350099	59093	59240
1812	Control_g124.1	GL350099	59395	59510
1813	Gr_g67.2	GL350104	12473	12677
1814	Gr_g67.1	GL350104	13868	14724
1815	PMT_356	GL350104	15943	15994
1816	Gr_g67.5	GL350104	16149	16275
1817	Gr_g67.4	GL350104	16308	16397
1818	Gr_g67.3	GL350104	16497	16589
1819	PMT_358	GL350104	17205	17255
1820	PMT_359	GL350104	17453	17503
1821	Gr_g76.2	GL350104	17709	17856
1822	Gr_g76.1	GL350104	18848	19710
1823	Gr_g76.5	GL350104	22288	22371
1824	Gr_g76.4	GL350104	22446	22535
1825	Gr_g76.3	GL350104	23684	23776
1826	PMT_360	GL350104	24324	24374
1827	PMT_361	GL350104	24384	24478
1828	PMT_363	GL350104	25293	25343
1829	PMT_364	GL350104	25427	25477
1830	PMT_365	GL350104	25925	25975
1831	Gr_g77.2	GL350104	26234	26363
1832	Gr_g77.1	GL350104	29987	30822
1833	Gr_g77.5	GL350104	32080	32157
1834	Gr_g77.3	GL350104	32233	32322
1835	Gr_g77.4	GL350104	33782	33871
1836	PMT_128	GL350104	34704	34754
1837	PMT_129	GL350104	34827	34877
1838	PMT_130	GL350104	35395	35445
1839	PMT_131	GL350104	35669	35719
1840	PMT_132	GL350104	35962	36012
1841	PMT_133	GL350104	36521	36571
1842	PMT_134	GL350104	36927	36977
1843	Gr_g2.1	GL350104	38153	38986
1844	Gr_g2.3	GL350104	42259	42348
1845	Gr_g2.2	GL350104	42458	42550
1846	SP_g5.4	GL350111	87941	87965
1847	SP_g5.1	GL350111	88001	89037
1848	SP_g5.3	GL350111	89123	89253
1849	SP_g5.2	GL350111	91102	91285
1850	Control_g17.2	GL350117	156435	156843
1851	Control_g17.3	GL350117	164466	164902
1852	Gr_g37.3	GL350117	304461	304577
1853	Gr_g37.4	GL350117	304671	304763
1854	Gr_g37.5	GL350117	304935	305003
1855	Gr_g37.1	GL350117	306301	306937
1856	Gr_g37.2	GL350117	307621	307892
1857	PMT_269	GL350117	309114	309164
1858	PMT_268	GL350117	309327	309377
1859	Control_g135.5	GL350120	193348	193558
1860	Control_g64.8	GL350120	199458	199627
1861	Control_g64.2	GL350120	199696	199780
1862	Control_g64.10	GL350120	199879	200090
1863	Control_g64.4	GL350120	200151	200276
1864	Control_g64.11	GL350120	200370	200622
1865	Control_g64.6	GL350120	200688	200822
1866	Control_g64.9	GL350120	201023	201192
1867	Control_g64.7	GL350120	201273	201420
1868	Control_g64.5	GL350120	201587	201713
1869	Control_g64.1	GL350120	201828	201892
1870	Control_g64.3	GL350120	202061	202167
1871	Control_g64.12	GL350120	203764	204767
1872	PS_g1.2	GL350123	299644	299895
1873	PS_g1.1	GL350123	299952	300397
1874	Control_g176.3	GL350123	446826	448087
1875	Control_g176.2	GL350123	448544	448655
1876	Control_g176.1	GL350123	454490	454546
1877	Control_g66.4	GL350131	112594	112787
1878	Control_g66.9	GL350131	113446	113980
1879	Control_g66.8	GL350131	115130	115419
1880	PMT_414	GL350138	111428	111478
1881	PMT_415	GL350138	112721	112771
1882	PMT_416	GL350138	112781	112831
1883	PMT_417	GL350138	113004	113054
1884	PMT_418	GL350138	113210	113260
1885	PMT_419	GL350138	113758	113808
1886	Or_g12.2	GL350138	113872	114417
1887	Or_g12.1	GL350138	116960	117625
1888	PMT_646	GL350138	131010	131510
1889	IR_g8.6	GL350138	135607	135771
1890	IR_g8.1	GL350138	137013	137696
1891	IR_g8.5	GL350138	138174	138389
1892	IR_g8.3	GL350138	138496	138774
1893	IR_g8.4	GL350138	138849	139103
1894	Control_g182.2	GL350142	13239	14036
1895	Control_g168.2	GL350149	64928	65059
1896	Control_g168.4	GL350149	69781	70006
1897	Control_g168.1	GL350149	70339	70391
1898	Control_g168.3	GL350149	70475	70618
1899	Gr_g29.2	GL350153	26191	26286
1900	Gr_g29.3	GL350153	28197	28286
1901	Gr_g29.4	GL350153	28419	28487
1902	Gr_g29.1	GL350153	29771	30760
1903	PMT_239	GL350153	32135	32185
1904	PMT_238	GL350153	32195	32245
1905	PMT_236	GL350153	32836	32886
1906	PMT_235	GL350153	33148	33198
1907	Gr_g47.3	GL350156	86374	86502
1908	Gr_g47.5	GL350156	87047	87115
1909	PMT_294	GL350156	101289	101339
1910	PMT_295	GL350156	101848	101898
1911	PMT_296	GL350156	102001	102051
1912	PMT_297	GL350156	102212	102262
1913	Gr_g46.5	GL350156	107801	107869
1914	Gr_g46.4	GL350156	107988	108080
1915	Gr_g46.3	GL350156	108406	108534
1916	PMT_298	GL350156	152293	152343
1917	Gr_g49.3	GL350156	157186	157288
1918	Gr_g49.4	GL350156	167478	167570
1919	Gr_g49.1	GL350156	167899	168045
1920	P450_g39.3	GL350157	88845	89014
1921	P450_g39.1	GL350157	89130	89378
1922	P450_g39.2	GL350157	89783	90004
1923	P450_g39.4	GL350157	90748	90838
1924	Or_g52.1	GL350160	70144	70885
1925	Or_g52.5	GL350160	78941	79034
1926	Or_g52.4	GL350160	79700	79799
1927	Or_g52.3	GL350160	79967	80042
1928	Or_g55.1	GL350160	100022	101185
1929	Or_g51.6	GL350160	208050	208115
1930	Or_g51.2	GL350160	208709	208874
1931	Or_g51.4	GL350160	209272	209365
1932	Or_g51.3	GL350160	209460	209558
1933	Or_g51.5	GL350160	210079	210172
1934	Or_g51.1	GL350160	211327	212026
1935	Control_g193.11	GL350168	219213	219571
1936	Control_g193.6	GL350168	219628	219778
1937	Control_g193.7	GL350168	219852	220025
